,run_number,round_number,turn_number,partner_after_action_name,partner_after_action_personality_vector,partner_after_action_emotional_state,partner_after_action_location_state,partner_after_action_current_action_probs,partner_after_action_conversation_partner
504,1,9,317,Lillian,[1 1 1 1 1],[-0.3251162  -0.57051245  0.9438167 ],Lounge,"{stands_in_corner: 0.2627978205437377, leaves_room: 0.30289740910797963, starts_conversation: 0.43430477034828274}",James
505,1,9,318,Jacquelyn,[0 0 0 1 1],[-0.2895352   0.16037348 -0.64259538],Hall,"{shouts: 0.02362480704531385, shares: 0.030321604435822946, leaves_conversation: 0.03146419545665482, makes_smalltalk: 0.040033811571041994, makes_deeptalk: 0.026433017997625353, gives_controversial_opinion: 0.02356424951435584, changes_the_topic: 0.02172446966783065, shows_interest: 0.026550520659980918, shows_concern: 0.6051589160417931, laughs: 0.026403069470448227, jokes: 0.01965417768500001, gives_an_insult: 0.022406781837272016, brags: 0.019632070600649573, yawns: 0.032678951902093405, supports: 0.027994629888372966, rants: 0.022354726225744456}",Mauricio
506,1,9,319,Brian,[1 1 1 0 0],[-0.20519407  0.781      -0.79461121],Lounge,"{stands_in_corner: 0.4355808784381684, leaves_room: 0.28278408744321903, starts_conversation: 0.2816350341186125}",Lillian
507,2,0,2,David,[0 1 0 0 0],[ 0.69551355 -0.55045248  0.2065395 ],Lounge,{},Ronnie
508,2,0,3,Donald,[0 1 1 0 1],[ 0.68977668 -0.99990424 -0.62320225],Lounge,{},Jacquelyn
509,2,0,5,Nola,[1 0 0 0 0],[-0.38898955 -0.61934985  0.90051913],Hall,{},Agnes
510,2,0,6,Agnes,[0 0 1 0 1],[ 0.61351631 -1.         -1.        ],Hall,"{stands_in_corner: 0.2786842682100795, leaves_room: 0.3603621969224664, starts_conversation: 0.360953534867454}",Dorothy
511,2,0,7,Catherine,[1 0 1 1 1],[-0.18104613  0.13773052 -0.27601496],Lounge,{},Shawn
512,2,0,8,Ronnie,[0 0 0 1 0],[-0.3637967  -0.41563224  0.97862121],Lounge,"{stands_in_corner: 0.2465381399388258, leaves_room: 0.2933173161659126, starts_conversation: 0.46014454389526155}",David
513,2,0,9,Jerry,[1 1 0 1 0],[-0.99567045 -0.32373142  0.59084968],Kitchen,{},Donald
514,2,0,10,Johnny,[1 0 1 0 1],[-0.86833885 -0.1500339  -0.25992072],Hall,{},David
515,2,0,11,Robin,[0 0 0 0 0],[-0.05434403 -0.67717525 -0.7168332 ],Hall,"{stands_in_corner: 0.2424360130281605, leaves_room: 0.41155993238149485, starts_conversation: 0.3460040545903447}",Michael
516,2,0,13,Jacquelyn,[0 0 0 1 1],[-0.18998262  0.59114998 -0.48433584],Lounge,"{stands_in_corner: 0.43153767989820646, leaves_room: 0.2792939394828829, starts_conversation: 0.28916838061891076}",Donald
517,2,0,15,Maria,[0 1 1 1 0],[-0.32556266  0.64344687 -0.96156783],Kitchen,"{stands_in_corner: 0.40756433319884156, leaves_room: 0.23964559958406384, starts_conversation: 0.3527900672170947}",Edith
518,2,0,16,Agnes,[0 0 1 0 1],[-0.93681044  0.3892693  -0.55042849],Hall,"{stands_in_corner: 0.3443374967990333, leaves_room: 0.36515291784050274, starts_conversation: 0.29050958536046384}",Nola
519,2,0,19,David,[1 0 0 1 0],[-0.19227215 -0.11268044 -0.37993493],Lounge,"{stands_in_corner: 0.2853489146617185, leaves_room: 0.3074917109766174, starts_conversation: 0.40715937436166405}",Martin
520,2,0,21,David,[0 1 0 1 0],[-0.87534817 -0.5180598  -0.76462519],Hall,"{stands_in_corner: 0.2631023834099778, leaves_room: 0.3640117158757296, starts_conversation: 0.3728859007142926}",
521,2,0,23,Shawn,[0 0 1 1 1],[-0.03686661  0.84205756  0.46709108],Lounge,"{stands_in_corner: 0.3419702669327239, leaves_room: 0.2903780775323848, starts_conversation: 0.3676516555348912}",Catherine
522,2,0,24,Jerry,[1 1 0 1 0],[ 0.70785524  0.96809082 -0.24980213],Lounge,"{stands_in_corner: 0.3892388042281692, leaves_room: 0.2720775183727062, starts_conversation: 0.3386836773991245}",Vicki
523,2,0,26,Donald,[0 1 0 0 1],[ 0.46365866 -0.5312879  -0.68592388],Kitchen,"{stands_in_corner: 0.3295777164539678, leaves_room: 0.333800962977314, starts_conversation: 0.3366213205687183}",Jerry
524,2,0,28,Johnny,[1 0 1 0 1],[-0.86833885  0.1499661   0.04007928],Hall,"{shouts: 0.0556302954070676, shares: 0.05954493386389951, leaves_conversation: 0.07006030588775126, makes_smalltalk: 0.06328103553597, makes_deeptalk: 0.09028503083796884, gives_controversial_opinion: 0.05295304499592755, changes_the_topic: 0.05320222993459964, shows_interest: 0.06124537197909118, shows_concern: 0.07436403745783532, laughs: 0.04962661673904453, jokes: 0.046891602804295364, gives_an_insult: 0.06752963121191079, brags: 0.0495688532154354, yawns: 0.07803092105890758, supports: 0.060256457858384606, rants: 0.06752963121191079}",Brian
525,2,0,31,Jason,[1 0 0 0 1],[-0.59877436  0.02805294 -0.72442151],Kitchen,"{stands_in_corner: 0.3642947983668493, leaves_room: 0.36913144737107384, starts_conversation: 0.26657375426207686}",Lillian
526,2,1,32,Michael,[0 1 0 1 1],[ 0.45048164 -0.58245714 -0.8470094 ],Hall,"{stands_in_corner: 0.3070078916833037, leaves_room: 0.31789186728187663, starts_conversation: 0.37510024103481976}",Robin
527,2,1,33,Laquita,[1 1 0 0 1],[-0.88413904 -0.76030729 -0.92245319],Hall,"{stands_in_corner: 0.3385623591206979, leaves_room: 0.6614376408793021}",Patrick
528,2,1,34,David,[0 1 0 0 0],[ 0.69851355 -0.54745248  0.2076395 ],Lounge,"{shouts: 0.058091141733431315, shares: 0.09352282614392185, leaves_conversation: 0.05063525837519891, makes_smalltalk: 0.06019147865789796, makes_deeptalk: 0.06197882082964956, gives_controversial_opinion: 0.04409146449100173, changes_the_topic: 0.05957676622624105, shows_interest: 0.06197882082964956, shows_concern: 0.05199723343026064, laughs: 0.07009577625572026, jokes: 0.054586308405706024, gives_an_insult: 0.053071241447679315, brags: 0.059424976442818946, yawns: 0.11084041709371209, supports: 0.056846228189431545, rants: 0.053071241447679315}",Ronnie
529,2,1,35,Donald,[0 1 1 0 1],[ 0.68877668 -0.99790424 -0.62120225],Lounge,"{shouts: 0.053705172458091845, shares: 0.0748321833597465, leaves_conversation: 0.0617159608486455, makes_smalltalk: 0.06767592964530775, makes_deeptalk: 0.06869001066395815, gives_controversial_opinion: 0.043900252123254824, changes_the_topic: 0.053153723493153116, shows_interest: 0.05894865373089916, shows_concern: 0.06360959074766827, laughs: 0.05603191294138674, jokes: 0.05135098727635883, gives_an_insult: 0.060727585946970704, brags: 0.05426772806587125, yawns: 0.1012426362349768, supports: 0.06942008651673975, rants: 0.060727585946970704}",Jacquelyn
530,2,1,37,Nola,[1 0 0 0 0],[-0.39998955 -0.58734985  0.93051913],Hall,"{shouts: 0.058285871619921506, shares: 0.06392423057386004, leaves_conversation: 0.04927897304773989, makes_smalltalk: 0.047980963740834826, makes_deeptalk: 0.07407405643665865, gives_controversial_opinion: 0.054037033039434273, changes_the_topic: 0.11184235058532707, shows_interest: 0.07407405643665865, shows_concern: 0.04896022398790732, laughs: 0.05798547625335147, jokes: 0.048222129931316846, gives_an_insult: 0.057285591027204485, brags: 0.05247096851180408, yawns: 0.0970626368769321, supports: 0.047229846903844616, rants: 0.057285591027204485}",Agnes
531,2,1,38,Agnes,[0 0 1 0 1],[ 0.61751631 -1.         -0.9999    ],Hall,"{stands_in_corner: 0.2786842682100795, leaves_room: 0.3603621969224664, starts_conversation: 0.360953534867454}",Dorothy
532,2,1,39,Catherine,[1 0 1 1 1],[-0.18504613  0.14373052 -0.27701496],Lounge,"{shouts: 0.05624307249094509, shares: 0.06609662132162683, leaves_conversation: 0.05018830753673483, makes_smalltalk: 0.07367028277294461, makes_deeptalk: 0.07971736189433343, gives_controversial_opinion: 0.050628803454165094, changes_the_topic: 0.046833151572744446, shows_interest: 0.07971736189433343, shows_concern: 0.08155815300635312, laughs: 0.0550508127795217, jokes: 0.05400751464234781, gives_an_insult: 0.05339622690790382, brags: 0.05108738074716757, yawns: 0.07104310480710471, supports: 0.07736561726386937, rants: 0.05339622690790382}",Shawn
533,2,1,40,Ronnie,[0 0 0 1 0],[-0.3727967  -0.46363224  0.95762121],Lounge,"{shouts: 0.06240503713059641, shares: 0.053418088621644245, leaves_conversation: 0.04321873967665963, makes_smalltalk: 0.057295075254266595, makes_deeptalk: 0.052295219906961024, gives_controversial_opinion: 0.04993805287592019, changes_the_topic: 0.08524747056601381, shows_interest: 0.07583963916921414, shows_concern: 0.07328671496332541, laughs: 0.05952352622719803, jokes: 0.06187924356219621, gives_an_insult: 0.053394536191642646, brags: 0.054650937241959206, yawns: 0.09265586439361038, supports: 0.07155731802714962, rants: 0.053394536191642646}",David
534,2,1,41,Jerry,[1 1 0 1 0],[-0.98967045 -0.32273142  0.59494968],Kitchen,"{shouts: 0.061663295212388634, shares: 0.059987488185600485, leaves_conversation: 0.05445982549506823, makes_smalltalk: 0.055749627029020726, makes_deeptalk: 0.062185254716603175, gives_controversial_opinion: 0.05211724122887771, changes_the_topic: 0.06330941504032693, shows_interest: 0.09298734347958754, shows_concern: 0.06604296842091763, laughs: 0.05654808122816544, jokes: 0.05685525149606621, gives_an_insult: 0.06334428263114326, brags: 0.05300825622229284, yawns: 0.07906884943389812, supports: 0.05932853754889966, rants: 0.06334428263114326}",Donald
535,2,1,43,Robin,[0 0 0 0 0],[-0.05434403 -0.67117525 -0.7168332 ],Hall,"{shouts: 0.020563616945427753, shares: 0.033858021493770506, leaves_conversation: 0.0469349255209372, makes_smalltalk: 0.026927921755150814, makes_deeptalk: 0.023377013506945734, gives_controversial_opinion: 0.0204165832461946, changes_the_topic: 0.027979261202676402, shows_interest: 0.023377013506945734, shows_concern: 0.025273592759663885, laughs: 0.023542716864379584, jokes: 0.01879219240658499, gives_an_insult: 0.01916476756940947, brags: 0.01886560171859945, yawns: 0.6271728933610994, supports: 0.024589110572805176, rants: 0.01916476756940947}",Michael
536,2,1,44,Mauricio,[1 1 1 1 0],[-0.68281297  0.83713567 -0.088234  ],Hall,"{stands_in_corner: 0.3372612766680271, leaves_room: 0.28283476186248474, starts_conversation: 0.3799039614694883}",Robert
537,2,1,45,Jacquelyn,[0 0 0 1 1],[-0.19198262  0.59214998 -0.48533584],Lounge,"{shouts: 0.02490502761701569, shares: 0.02727874029442368, leaves_conversation: 0.02084931281213317, makes_smalltalk: 0.05812899977625126, makes_deeptalk: 0.028672646515499726, gives_controversial_opinion: 0.024844470086057682, changes_the_topic: 0.01770259595768689, shows_interest: 0.02879014917785529, shows_concern: 0.6040279846027339, laughs: 0.0286426979883226, jokes: 0.019923766741803964, gives_an_insult: 0.022285025109158967, brags: 0.019901659657453528, yawns: 0.02326531854186674, supports: 0.028548635624105527, rants: 0.022232969497631403}",Donald
538,2,1,46,Edith,[0 1 1 1 1],[-0.58341709 -0.70165454 -0.90796723],Kitchen,"{stands_in_corner: 0.23455616358326056, leaves_room: 0.43201560912015646, starts_conversation: 0.33342822729658306}",Maria
539,2,1,47,Maria,[0 1 1 1 0],[-0.32156266  0.64344687 -0.96056783],Kitchen,"{shouts: 0.060949312712410046, shares: 0.05903831822291615, leaves_conversation: 0.04644589861087168, makes_smalltalk: 0.08040359734058039, makes_deeptalk: 0.06550201558676508, gives_controversial_opinion: 0.043410754038437895, changes_the_topic: 0.037613273737099696, shows_interest: 0.06550201558676508, shows_concern: 0.09741254221817587, laughs: 0.060306706036089903, jokes: 0.06620073971943884, gives_an_insult: 0.04666639674748027, brags: 0.05748551153597547, yawns: 0.06196393018033798, supports: 0.09978140319119262, rants: 0.051317584535463055}",Edith
540,2,1,48,Agnes,[0 0 1 0 1],[-0.93681044  0.4492693  -0.49042849],Hall,"{shouts: 0.056145810969170755, shares: 0.051134947533514045, leaves_conversation: 0.06026450170568004, makes_smalltalk: 0.08230525127685129, makes_deeptalk: 0.06711739699576282, gives_controversial_opinion: 0.048371713289766693, changes_the_topic: 0.042866209651502375, shows_interest: 0.05392395745636601, shows_concern: 0.10607377283725607, laughs: 0.050561275499341404, jokes: 0.046665911734624636, gives_an_insult: 0.07289512547820468, brags: 0.05002859369164925, yawns: 0.07137721495042298, supports: 0.06737319145168223, rants: 0.07289512547820468}",Nola
541,2,1,49,Lillian,[1 1 1 1 1],[ 0.70303182  0.20213727 -0.43420289],Kitchen,"{stands_in_corner: 0.3514121027428664, leaves_room: 0.2865810268356709, starts_conversation: 0.3620068704214627}",Jason
542,2,1,50,Martin,[1 0 0 1 1],[ 0.73707343 -0.84639367 -0.15542539],Lounge,"{stands_in_corner: 0.2897831210536437, leaves_room: 0.28657035956704313, starts_conversation: 0.4236465193793133}",
543,2,1,53,Brian,[1 1 1 0 0],[ 0.59791005  0.80600244 -0.63415163],Hall,"{stands_in_corner: 0.4078081668154138, leaves_room: 0.2877518866870543, starts_conversation: 0.30443994649753187}",Johnny
544,2,1,55,Shawn,[0 0 1 1 1],[-0.03186661  0.54405756  0.17209108],Lounge,"{shouts: 0.08178641326849333, shares: 0.04801811454198713, leaves_conversation: 0.035325905515532253, makes_smalltalk: 0.09714996960403884, makes_deeptalk: 0.06423658070814543, gives_controversial_opinion: 0.07286098423528127, changes_the_topic: 0.03544832169874459, shows_interest: 0.06423658070814543, shows_concern: 0.08436192108489085, laughs: 0.052713901373683286, jokes: 0.05836673109970414, gives_an_insult: 0.056177790667819895, brags: 0.05476984348871057, yawns: 0.05437924472533079, supports: 0.08398990661167222, rants: 0.056177790667819895}",
545,2,1,56,Jerry,[1 1 0 1 0],[ 0.70585524  0.96809082 -0.25080213],Lounge,"{stands_in_corner: 0.3892388042281692, leaves_room: 0.2720775183727062, starts_conversation: 0.3386836773991245}",Vicki
546,2,1,57,Patrick,[0 0 0 0 1],[ 0.27279754 -0.31106589 -0.62077216],Hall,"{stands_in_corner: 0.34905480066670186, leaves_room: 0.33984651999880333, starts_conversation: 0.3110986793344948}",Laquita
547,2,1,58,Donald,[0 1 0 0 1],[ 0.46565866 -0.5322879  -0.68712388],Kitchen,"{shouts: 0.05020193194842711, shares: 0.07411810938481682, leaves_conversation: 0.0723750975412375, makes_smalltalk: 0.0637408941380257, makes_deeptalk: 0.0634195133935808, gives_controversial_opinion: 0.04241834844778171, changes_the_topic: 0.04929276680162588, shows_interest: 0.0634195133935808, shows_concern: 0.0737397771094917, laughs: 0.05957016784866176, jokes: 0.04785747058145893, gives_an_insult: 0.0691048663265735, brags: 0.05006585887587385, yawns: 0.1014775311691872, supports: 0.06519614459921508, rants: 0.0540020084404615}",Jerry
548,2,1,60,Johnny,[1 0 1 0 1],[-0.81433885  0.1999661   0.04017928],Hall,"{shouts: 0.05945931917368032, shares: 0.05808666408502558, leaves_conversation: 0.05664228956451023, makes_smalltalk: 0.06732290040357546, makes_deeptalk: 0.09038059398278915, gives_controversial_opinion: 0.056782068762540286, changes_the_topic: 0.05166645932802353, shows_interest: 0.0613409351239115, shows_concern: 0.07263423998962543, laughs: 0.049722179883864855, jokes: 0.047685268563678114, gives_an_insult: 0.07418817043821649, brags: 0.050362518974818166, yawns: 0.07053372832096312, supports: 0.05900449296656117, rants: 0.07418817043821649}",Brian
549,2,1,61,Phyllis,[0 0 1 0 0],[-0.21475028  0.67045343  0.74605985],Hall,"{stands_in_corner: 0.2881547930367942, leaves_room: 0.33452502028462355, starts_conversation: 0.37732018667858225}",James
550,2,1,62,Robert,[0 1 1 0 0],[-0.6538783   0.4055382   0.86095792],Hall,"{stands_in_corner: 0.2796365439267756, leaves_room: 0.33873986346981216, starts_conversation: 0.38162359260341233}",Mauricio
551,2,1,63,Jason,[1 0 0 0 1],[-0.58377436  0.08005294 -0.71442151],Kitchen,"{shouts: 0.050630372689382, shares: 0.05735034996597878, leaves_conversation: 0.08083000142285156, makes_smalltalk: 0.06272923462309034, makes_deeptalk: 0.07167228537768741, gives_controversial_opinion: 0.04856932488751926, changes_the_topic: 0.05033643919729003, shows_interest: 0.07167228537768741, shows_concern: 0.09158849212829874, laughs: 0.05398454571670049, jokes: 0.044291646733613084, gives_an_insult: 0.07151664464822222, brags: 0.04635269453547582, yawns: 0.08204330203980327, supports: 0.05901095292575453, rants: 0.05742142773064507}",Lillian
552,2,2,64,Michael,[0 1 0 1 1],[ 0.45448164 -0.58145714 -0.8430094 ],Hall,"{shouts: 0.04984389807798368, shares: 0.07081062652995221, leaves_conversation: 0.06505342213906537, makes_smalltalk: 0.06210357037555568, makes_deeptalk: 0.06171799316022231, gives_controversial_opinion: 0.0412143317908996, changes_the_topic: 0.04751992379010639, shows_interest: 0.07186244008249515, shows_concern: 0.10137749139695519, laughs: 0.058680559840761204, jokes: 0.05204162133439033, gives_an_insult: 0.052663343089925624, brags: 0.04968092953197841, yawns: 0.09318898636138004, supports: 0.0749756445302763, rants: 0.0472652179680526}",Robin
553,2,2,65,Laquita,[1 1 0 0 1],[-0.88413904 -0.76130729 -0.92045319],Hall,"{shouts: 0.04555333133047302, shares: 0.05161199458489842, leaves_conversation: 0.19533623960909086, makes_smalltalk: 0.04972045519545, makes_deeptalk: 0.06138174411103607, gives_controversial_opinion: 0.04067708199785497, changes_the_topic: 0.0466207568541833, shows_interest: 0.06138174411103607, shows_concern: 0.07007427014582353, laughs: 0.04802529134449082, jokes: 0.041361273602840254, gives_an_insult: 0.0621639381419626, brags: 0.04328937327219825, yawns: 0.07884258964594747, supports: 0.05207477150281347, rants: 0.051885144549900675}",Patrick
